,0,ground truth,pred,R2&MAE,ground truth.1,pred.1,R2&MAE.1,ground truth.2,pred.2,R2&MAE.2,ground truth.3,pred.3,R2&MAE.3,ground truth.4,pred.4,R2&MAE.4,ground truth.5,pred.5,R2&MAE.5,ground truth.6,pred.6,R2&MAE.6,ground truth.7,pred.7,R2&MAE.7,ground truth.8,pred.8,R2&MAE.8,ground truth,pred,R2&MAE
0,,36.608197618632765,37.81482,0.95375,90.90906388888892,94.30129,0.93413,20.78129965103254,22.87438,0.97843,50.85121666666667,55.594383,0.93642,22.94125253987319,25.301847,0.97375,49.07783888888889,57.49044,0.96163,25.80239336361486,29.00645,0.96114,58.70632638888889,63.337486,0.94239,21.90930893150598,23.264797,0.9134,44.92276388888889,46.361828,0.96806
1,,22.106288583099985,22.316402,1.4447626538720892,59.87381527777778,54.792408,4.431551663483514,22.12898435368658,22.927835,1.4753138016515297,58.02137500000001,51.356934,4.192229945880042,26.765181163132763,26.10186,1.353535284023028,64.07871250000001,56.685593,3.8119372243398577,26.48081349860849,25.359507,1.7699993844408013,61.58456250000001,57.428947,3.937398574573941,12.756505656368333,14.063626,2.1066267547952697,34.76881666666667,34.017742,3.3763482669177582
2,,21.92480402962936,23.166267,,50.69824583333333,53.143276,,36.84852045258606,33.523643,,83.96568472222222,71.90622,,25.61627296924933,26.563051,,60.05076527777778,66.63689,,27.94740476210236,27.949656,,69.95647916666667,68.17005,,30.68210545625368,39.663776,,63.6146225,71.2579,
3,,21.07241237959533,20.242718,,51.95400277777778,41.867344,,13.93786920309051,15.7034445,,40.14366388888888,37.49155,,18.17863360534384,21.85594,,35.98223611111111,37.138123,,28.25919670467918,29.3335,,60.22359583333333,57.86367,,28.94381816772898,30.047184,,61.43471805555555,61.939735,
4,,27.05883451280763,25.386545,,69.08315416666667,69.03852,,26.658854188645726,27.52061,,67.66248805555557,67.77674,,28.2054633306522,30.733625,,60.78814027777777,65.4927,,35.39509217510734,35.54876,,79.54296111111111,74.57666,,15.18164175839799,13.714728,,36.23205972222222,36.418232,
5,,28.1213961482373,27.468891,,59.48599444444444,65.85693,,9.799943579341832,10.177062,,23.0202875,29.733353,,26.1153470468484,24.675669,,61.11370277777779,63.69677,,30.51083773219334,29.06042,,70.66700277777778,71.71211,,35.64597269827791,34.08974,,76.52567638888888,69.1341,
6,,34.95131129674854,30.98545,,85.93905444444445,76.37397,,12.26158695873199,11.671824,,27.50173680555555,30.504492,,12.831165886986671,14.577282,,24.40661666666667,31.310238,,22.95127778046679,27.35158,,63.92380694444444,68.7421,,26.344531428974427,26.565153,,65.18718333333334,69.518425,
7,,24.30560932603743,24.469406,,67.79719305555557,71.45348,,32.35813597967041,32.572693,,76.39432638888889,70.94043,,30.30224328438601,28.400028,,58.99781444444444,59.16341,,27.099727042799408,25.389814,,63.06769055555556,47.541252,,15.359388725030602,16.807499,,35.83876777777778,39.746647,
8,,30.945650347033087,30.727432,,71.29215694444446,70.21222,,46.52557575569831,43.401337,,80.36437222222222,77.49733,,27.38698717928812,28.634659,,71.0275751111111,64.2058,,19.31915231358268,20.496752,,47.73885055555556,50.573605,,26.66665172408657,27.564924,,65.39338194444444,69.1336,
9,,40.87446004098841,38.019413,,80.74054166666667,77.488594,,27.82711123722505,28.395472,,58.29093472222222,59.49382,,40.097181984321125,41.45176,,91.99078333333334,83.603264,,26.35484028839363,28.216879,,70.71591805555556,68.26697,,25.49764886739667,24.712925,,65.53930138888889,63.750954,
