,0,ground truth,pred,R2&MAE,ground truth.1,pred.1,R2&MAE.1,ground truth.2,pred.2,R2&MAE.2,ground truth.3,pred.3,R2&MAE.3,ground truth.4,pred.4,R2&MAE.4,ground truth.5,pred.5,R2&MAE.5,ground truth.6,pred.6,R2&MAE.6,ground truth.7,pred.7,R2&MAE.7,ground truth.8,pred.8,R2&MAE.8,ground truth,pred,R2&MAE
0,,27.77238584110186,29.238317,0.93602,68.40579194444445,65.51388,0.95565,27.86366297195334,28.634281,0.97186,74.53540416666667,73.845055,0.97554,27.94740476210236,26.00592,0.95187,69.95647916666667,68.97973,0.96497,30.37127334571889,29.379002,0.96303,77.31597,78.64586,0.95591,30.795577929575774,32.687107,0.95272,74.03727777777777,74.61776,0.95442
1,,26.66665172408657,26.700544,1.9118346215805813,65.39338194444444,69.54311,3.801683409088512,12.831165886986671,12.257203,1.422110593191707,24.40661666666667,33.189545,3.232708812884108,38.20192874519911,37.678364,1.46268753588093,80.62757777777779,82.15583,3.4036980032753577,26.50907942513413,26.308212,1.4246101048973987,66.46884944444444,71.59653,3.4647095381741004,36.84852045258606,37.21446,1.6117969329626238,83.96568472222222,80.383095,3.5808510384935914
2,,21.238193781894736,23.05476,,53.21387083333333,51.98043,,12.4272495074253,12.880691,,33.60352722222223,25.221687,,27.21102681884959,26.715734,,68.20080555555555,66.775055,,15.359388725030602,14.909386,,35.83876777777778,39.202988,,14.64281886103045,14.604741,,40.07192777777777,38.97303,
3,,30.1038874577598,30.605778,,78.6762361111111,80.48524,,35.39509217510734,34.909462,,79.54296111111111,76.680916,,26.48081349860849,23.331284,,61.58456250000001,56.09059,,25.425606958855223,26.588099,,61.42017944444444,61.897964,,29.03696346384299,29.732891,,78.75020055555557,79.08612,
4,,16.86153321692348,15.893209,,36.27875416666667,38.05451,,12.26158695873199,11.136426,,27.50173680555555,22.121927,,15.134687050945647,15.214406,,26.54635875,29.7088,,28.2054633306522,29.251879,,60.78814027777777,61.25426,,34.73861854824674,35.693974,,72.58684305555556,75.93156,
5,,26.46444730216427,25.748346,,67.77257222222222,64.928604,,25.92275462176868,26.409065,,68.66026111111111,68.29483,,25.53347758153383,25.31745,,61.01373888888888,63.126385,,25.61397958546323,26.289791,,60.67872944444444,67.31933,,24.41248696102429,24.912731,,65.25918888888889,69.95768,
6,,25.97083567260568,22.257162,,60.03530833333333,50.099846,,32.35813597967041,31.861366,,76.39432638888889,69.79769,,28.14943950623031,24.93554,,58.60676833333333,54.26428,,22.106288583099985,24.14584,,59.87381527777778,52.530193,,49.339429556014366,42.064453,,99.75048333333334,92.739716,
7,,28.71668177137828,27.248266,,64.48375694444445,65.5172,,27.51539159539059,26.65288,,57.88492361111112,64.26543,,19.78885073818951,18.105675,,52.59948972222222,43.650055,,12.28017461015688,11.979153,,31.14692194444445,30.684132,,24.296639768615997,24.587305,,64.42258055555556,57.91503,
8,,16.2993090506632,16.798077,,38.91272916666667,39.018745,,24.88782358290853,26.718578,,60.13068055555556,61.368244,,25.80239336361486,27.456163,,58.70632638888889,62.814888,,30.04467717559392,30.340685,,80.97364722222223,80.09025,,27.63137790651868,27.133316,,73.63146388888889,72.30967,
9,,29.41175989389432,31.19307,,70.33770472222223,83.79912,,28.1213961482373,24.471478,,59.48599444444444,62.252594,,24.17064872221485,24.24021,,67.31435555555555,64.33577,,30.503838230751,26.779295,,66.58313194444445,65.352425,,19.31915231358268,22.06366,,47.73885055555556,46.74462,
