,0,ground truth,pred,R2&MAE,ground truth.1,pred.1,R2&MAE.1,ground truth.2,pred.2,R2&MAE.2,ground truth.3,pred.3,R2&MAE.3,ground truth.4,pred.4,R2&MAE.4,ground truth.5,pred.5,R2&MAE.5,ground truth.6,pred.6,R2&MAE.6,ground truth.7,pred.7,R2&MAE.7,ground truth.8,pred.8,R2&MAE.8,ground truth,pred,R2&MAE
0,,24.41248696102429,27.855476,0.91723,9.13496899563065,8.735265,0.95713,30.1038874577598,29.882175,0.97398,15.52347459594352,17.477354,0.95989,20.41602179074971,22.48425,0.94774,65.25918888888889,66.51226,0.90149,22.87696819444444,23.201916,0.95643,78.6762361111111,80.96709,0.95914,37.38785555555555,35.876915,0.97212,60.62490694444445,61.94518,0.95128
1,,13.93786920309051,14.112577,1.928815709959082,32.14155976163332,26.877167,1.3757451755372472,23.27392838483605,24.434723,1.1181741440863653,24.343455104035687,28.395788,1.566009355031915,20.78129965103254,22.03835,1.3236203092566254,40.14366388888888,38.792824,4.8550582712936405,72.41377888888888,64.05248,3.3142465865662203,59.22063333333333,71.16364,3.084717106021386,56.19064305555555,55.738884,2.9826815261289803,50.85121666666667,55.903194,2.978815528301663
2,,23.08681788063455,25.08434,,27.30750912498878,27.374763,,23.8195435285606,23.733665,,12.26158695873199,11.145525,,32.01915332509089,33.964985,,70.499075,75.23425,,66.33820927777779,66.56487,,53.98304361111111,56.34701,,27.50173680555555,25.503174,,57.70739166666667,60.032757,
3,,25.22257444916178,24.251259,,8.676599832438567,9.679163,,26.67417432842959,26.869122,,36.608197618632765,37.205482,,26.66665172408657,26.079311,,63.51437361111111,71.97165,,23.36516666666667,30.560112,,69.44785,77.672806,,90.90906388888892,91.549034,,65.39338194444444,65.39689,
4,,28.85905737800536,28.340715,,26.84571311843632,26.301208,,16.86153321692348,14.724156,,30.68210545625368,37.950073,,30.07888769732405,28.698467,,74.32366527777779,63.972923,,79.87871527777777,74.59363,,36.27875416666667,34.62022,,63.6146225,68.92508,,63.42230416666667,62.612362,
5,,9.799943579341832,10.986122,,27.03020917148227,27.459663,,21.07241237959533,20.480888,,26.92173520536894,25.46781,,16.96791101115791,15.070548,,23.0202875,26.952394,,75.62348333333333,77.01612,,51.95400277777778,43.509953,,73.02908055555555,66.04641,,41.75788305555555,36.40146,
6,,25.75494091763764,23.959581,,25.841134031781063,27.192673,,27.51539159539059,26.82388,,27.32593640760419,27.491693,,12.892541352770513,13.97808,,64.04234583333333,70.47973,,70.01839166666666,73.59084,,57.88492361111112,62.978783,,66.24841666666667,68.33606,,35.70527777777778,34.17422,
7,,48.452141931155175,36.614727,,35.468769092344154,39.92084,,28.13662917685026,29.187641,,24.890831072682573,26.262602,,27.109556204453177,29.09445,,89.89774416666667,77.03626,,85.56202361111112,77.6524,,68.17239444444445,70.05847,,76.54566,76.41154,,74.40511805555556,72.09031,
8,,19.31915231358268,28.29588,,21.298124867678663,26.485872,,26.1153470468484,25.046524,,26.56328645816877,27.802647,,27.41186375088278,28.262737,,47.73885055555556,57.40972,,59.19906944444445,67.52435,,61.11370277777779,59.814087,,76.5698375,66.75856,,73.58918888888888,70.40793,
9,,28.94381816772898,30.166956,,25.97083567260568,21.865593,,30.03531923189593,28.72621,,25.74079424843228,26.506826,,29.62864646440661,28.527338,,61.43471805555555,62.725704,,60.03530833333333,62.906715,,82.10713611111112,80.840614,,73.22599638888889,72.63973,,72.377525,71.47974,
10,,25.98321067427602,27.019281,,25.82164162646945,27.070103,,27.099727042799408,24.807083,,25.425606958855223,23.503407,,33.73096445962777,31.379955,,72.75656527777778,72.66253,,79.87929722222222,81.126854,,63.06769055555556,56.639305,,61.42017944444444,59.71536,,78.61401388888889,72.00444,
11,,28.42946166274459,27.899673,,16.2993090506632,15.525047,,27.38698717928812,26.248863,,28.774738293864072,29.10667,,30.37127334571889,28.618189,,77.77983138888888,69.10613,,38.91272916666667,38.292828,,71.0275751111111,71.92113,,59.62804583333333,59.667202,,77.31597,73.201004,
12,,26.344531428974427,25.200872,,25.07340415352715,26.582115,,27.007702018129248,26.133883,,39.81724842557072,37.51684,,29.8800311429883,28.953419,,65.18718333333334,68.1615,,72.89463472222221,73.734215,,70.32902777777778,68.714096,,75.99843055555556,73.82084,,69.3440611111111,69.07141,
13,,29.66811138985618,28.173498,,29.18358235659004,28.839365,,35.39509217510734,36.60691,,14.64281886103045,16.81283,,25.53347758153383,26.715612,,77.71993611111111,76.452614,,73.30080138888889,74.82122,,79.54296111111111,79.80001,,40.07192777777777,38.725372,,61.01373888888888,59.57176,
14,,18.17863360534384,21.93286,,40.87446004098841,39.949036,,26.18632797387149,26.134453,,26.35484028839363,27.47389,,28.24936978144716,26.108215,,35.98223611111111,40.70578,,80.74054166666667,74.59618,,74.6358013888889,71.90343,,70.71591805555556,67.38853,,72.93154027777777,68.35455,
15,,34.73861854824674,33.370113,,25.81058954885598,23.478489,,23.621889192527792,24.701883,,26.50907942513413,27.567936,,27.94666040672765,26.498806,,72.58684305555556,73.732346,,50.5036625,52.019356,,76.80680277777778,71.234085,,66.46884944444444,70.17384,,67.25264027777777,72.19674,
16,,30.092048125443696,29.332914,,30.503838230751,27.886189,,36.84852045258606,34.7761,,28.82614296104344,27.952793,,30.62186684795643,30.751034,,73.51137944444446,79.01736,,66.58313194444445,63.091423,,83.96568472222222,71.69599,,68.55594166666666,71.7936,,60.61666666666666,56.123947,
17,,27.01344174317864,26.661556,,27.77238584110186,26.992966,,27.03020917148227,27.118256,,31.58632912543172,33.04105,,26.48081349860849,22.928562,,81.19824166666669,77.71948,,68.40579194444445,63.99794,,75.62348333333333,78.06033,,79.78782638888889,78.59968,,61.58456250000001,64.90077,
18,,40.097181984321125,38.177197,,29.17176959155659,27.369339,,25.55746536866973,25.24772,,42.71798926539102,40.584324,,27.09132547058077,28.341892,,91.99078333333334,81.35756,,67.02366944444445,65.92138,,70.96394861111112,69.23581,,95.44931111111111,83.44468,,77.67201527777779,74.67154,
19,,27.219022777841403,28.296848,,27.82711123722505,28.887331,,29.0439513594152,27.557316,,31.96668986355043,30.6951,,27.043086052747523,27.93357,,70.30976111111111,70.95864,,58.29093472222222,64.014404,,61.44503333333334,62.371937,,68.3822175,67.1146,,68.97926944444444,68.25423,
20,,32.35813597967041,34.607353,,23.144596398457512,25.496265,,37.52428393483141,37.242313,,32.60811715476177,29.710295,,24.296639768616,25.50217,,76.39432638888889,71.04218,,56.96012083333333,59.82505,,84.85861111111112,89.5497,,77.6113263888889,76.607025,,64.42258055555556,56.474262,
21,,23.62291598829724,25.058651,,30.257365651579025,30.362694,,15.134687050945647,16.404896,,28.78801756866735,30.734373,,30.54220585830876,30.19374,,56.03059444444444,56.24366,,79.03889888888888,76.728355,,26.54635875,28.204798,,66.34142083333334,67.98749,,53.28212638888889,52.559254,
22,,13.54248670181038,14.234233,,25.30924162147581,27.654716,,27.96732603278796,28.853767,,12.4272495074253,11.977553,,32.09837982312187,30.159044,,36.93772638888889,33.695156,,73.05717777777778,78.564224,,67.94470166666666,71.2923,,33.60352722222223,32.558212,,64.17635555555555,63.909367,
23,,27.31653688822003,28.265076,,23.57576213644957,22.488895,,33.48768492635481,32.356922,,26.80572090496372,27.364017,,26.96427534992197,26.723047,,71.07970972222222,70.08987,,62.52028888888889,63.10413,,67.86898333333333,71.06581,,76.5948875,78.559494,,77.04559861111113,76.821556,
24,,26.397048743499923,27.781252,,22.99425808103404,21.611088,,28.25919670467918,28.798723,,19.78885073818951,18.807955,,22.6600856826204,21.6703,,64.65692,73.56017,,52.52396944444444,55.77911,,60.22359583333333,60.762985,,52.59948972222222,41.568558,,45.51694305555556,46.059277,
25,,28.97726807441864,29.866072,,37.23351490201638,37.197414,,38.76724122707501,38.165565,,34.5516766994976,29.633713,,30.59718802387602,27.264366,,73.03736027777778,70.893585,,82.07308611111111,81.73782,,78.75694611111112,81.68022,,76.03583055555555,80.333244,,69.48967777777777,72.44211,
