,binder_blocked_sap,buns_heavy_ball_1.1D,contact_molec_sq5_apap_target,contact_molecular_surface,contact_molecular_surface_ap_target,contact_molecular_surface_apap_target,ddg,interface_buried_sasa,interface_sc,sap_score,sap_score_target,target_blocked_sap,name
0,57.53987503051758,2.0,5959.951171875,489.55560302734375,404.8140563964844,386.1590270996094,-33.45854568481445,1558.7218017578125,0.7196556329727173,64.58108520507812,26.895082473754883,7.913745880126953,1sfi_mcts_2_min
1,59.9238166809082,4.0,4417.67724609375,420.68145751953125,258.7117614746094,239.94808959960938,-16.419898986816406,1520.397705078125,0.702259361743927,66.33670806884766,18.90021514892578,6.997990608215332,6vxy_mcts_2_min
2,112.60214233398438,0.0,3652.737548828125,330.0309143066406,203.225341796875,183.05221557617188,-23.12456512451172,1037.3450927734375,0.67947918176651,124.42933654785156,14.306254386901855,1.2575068473815918,5tu6_mcts_3_min
3,56.38465881347656,1.0,5163.978515625,383.8780212402344,327.7599182128906,306.8560485839844,-21.700231552124023,1297.3048095703125,0.6993179321289062,63.714935302734375,23.05500602722168,7.317479610443115,1smf_mcts_1_min
4,65.95335388183594,1.0,5851.1875,585.4601440429688,472.2995910644531,434.22796630859375,-49.487693786621094,1843.5137939453125,0.7277857065200806,80.54686737060547,41.10091781616211,9.82936954498291,4kel_mcts_3_min
5,89.98048400878906,1.0,5830.353515625,413.3669738769531,367.50091552734375,332.8527526855469,-28.342124938964844,1392.2796630859375,0.7743667364120483,92.523681640625,25.95551300048828,8.033465385437012,6d40_mcts_3_min
6,91.75333404541016,0.0,4326.62060546875,344.5419616699219,261.0315246582031,251.3966522216797,-29.15108299255371,1256.1925048828125,0.7056427597999573,102.3448257446289,27.392284393310547,11.428552627563477,4ib5_mcts_2_min
7,90.21890258789062,4.0,4324.533203125,376.7312927246094,286.1531677246094,261.5235900878906,-7.621593475341797,1407.8492431640625,0.6306192874908447,92.6921157836914,35.56550598144531,16.12066078186035,6d40_mcts_2_min
8,63.19075012207031,2.0,3662.772216796875,360.462158203125,236.17617797851562,223.2151336669922,-26.4257869720459,1329.279296875,0.6390352249145508,70.7152328491211,19.478601455688477,3.078798770904541,7ezw_mcts_3_min
9,91.88460540771484,0.0,5016.34033203125,370.15679931640625,331.212158203125,309.0882873535156,-28.700149536132812,1168.049560546875,0.7707887887954712,101.6485824584961,26.87075424194336,5.605745792388916,4ib5_mcts_3_min
10,108.31218719482422,1.0,1983.3536376953125,229.8554229736328,81.99102783203125,68.30549621582031,-10.401467323303223,910.8024291992188,0.694913387298584,119.69498443603516,4.841723918914795,0.3519144654273987,5tu6_mcts_1_min
11,43.2437858581543,1.0,1959.361572265625,294.8759460449219,98.19759368896484,87.0118637084961,-8.849777221679688,925.7794799804688,0.702346920967102,52.439552307128906,6.747137546539307,3.3424243927001953,1sld_mcts_2_min
12,89.42236328125,1.0,2582.33154296875,231.39622497558594,147.28765869140625,135.93331909179688,-8.332924842834473,907.4275512695312,0.6495384573936462,92.5783920288086,9.370965003967285,1.4649534225463867,3zgc_mcts_3_min
13,117.54281616210938,2.0,3594.072021484375,339.4366149902344,238.12158203125,227.0650177001953,-7.959640026092529,1231.8524169921875,0.634696364402771,122.72786712646484,32.407432556152344,15.7205228805542,3p72_mcts_2_min
14,68.38794708251953,1.0,1958.1512451171875,195.13079833984375,126.97419738769531,118.68804931640625,-4.260265827178955,931.46533203125,0.5445702075958252,79.21355438232422,10.350988388061523,3.782764196395874,6u6k_mcts_2_min
15,63.964385986328125,0.0,4071.68017578125,295.02825927734375,263.4884338378906,236.52984619140625,-22.06199073791504,944.0679931640625,0.8177913427352905,70.621826171875,21.695043563842773,9.780831336975098,7ezw_mcts_2_min
16,69.49601745605469,0.0,5291.49755859375,525.1357421875,358.3544006347656,336.6869201660156,-24.173547744750977,1837.0968017578125,0.7106002569198608,80.21379852294922,22.856618881225586,7.23035192489624,4kel_mcts_2_min
17,92.08162689208984,1.0,1991.9288330078125,286.0570068359375,72.24791717529297,69.95743560791016,-9.167677879333496,955.6393432617188,0.6324571371078491,95.71077728271484,4.9072089195251465,0.4850177764892578,7k2j_mcts_3_min
18,57.744300842285156,5.0,4051.232421875,507.17547607421875,296.53143310546875,281.7571716308594,-32.44955062866211,1696.120849609375,0.7268792390823364,66.05121612548828,22.670917510986328,6.420778274536133,6vxy_mcts_3_min
19,93.37838745117188,0.0,2176.62451171875,214.27496337890625,147.4433135986328,136.41751098632812,-17.33738136291504,881.5712890625,0.6419200897216797,96.48677825927734,15.705018997192383,6.194561004638672,7k2j_mcts_1_min
20,118.04373168945312,0.0,3291.911376953125,317.0981140136719,230.70079040527344,216.17510986328125,-10.651652336120605,1394.379638671875,0.5769112706184387,123.28170013427734,27.967063903808594,9.017005920410156,3p72_mcts_3_min
21,58.26987075805664,3.0,3483.480712890625,467.7333679199219,209.82872009277344,199.3945770263672,-22.222530364990234,1618.0186767578125,0.689054012298584,64.7856216430664,20.310823440551758,7.124230861663818,1sfi_mcts_1_min
22,96.3877182006836,0.0,1723.8082275390625,175.9741668701172,68.19818878173828,61.807228088378906,-1.812110185623169,721.3862915039062,0.4802226722240448,99.45218658447266,8.94690227508545,1.3082919120788574,7k2j_mcts_2_min
23,66.0878677368164,2.0,4967.6943359375,584.9060668945312,398.2240905761719,358.2637634277344,-51.90570831298828,1788.488525390625,0.7670559287071228,80.31233978271484,54.79206085205078,26.686372756958008,4kel_mcts_1_min
24,86.77365112304688,1.0,2156.138916015625,219.4723663330078,132.5187225341797,127.86986541748047,-2.261380195617676,887.0509033203125,0.4560161828994751,93.22317504882812,27.299087524414062,11.31933879852295,3zgc_mcts_2_min
25,41.951412200927734,0.0,2646.299072265625,236.24716186523438,185.86766052246094,159.206787109375,-14.566668510437012,905.7630615234375,0.5168124437332153,53.85131072998047,11.735735893249512,6.0352044105529785,1sld_mcts_3_min
26,88.3045425415039,2.0,3434.670166015625,464.7237548828125,269.9130859375,225.44766235351562,-26.304656982421875,1509.773193359375,0.7304694056510925,92.68624114990234,15.842106819152832,4.800286293029785,6d40_mcts_1_min
