Ti,Nb,Al,Ge,Co,Au,Pd,Ni,Zn,Ga,Mo,Cu,Pt,Sn,Cr,Mn,Mg,Si,Fe,Ru,Rh,Hf,Ta,W,Re,Ir,Bi,Ef,Mag,AHC,condu,AHA,ene
0,0,0,0,0.5,0,0,10,0,0,0,9.5,0,0,0,0,15,0,65,0,0,0,0,0,0,0,0,0.013463305,1.7331,0.000285187,0.045696717,0.006240864,-2347.296155
0,19.5,0,0,19.5,3,0,7.5,0,0,3,0,0,0,0,0,0,0,47.5,0,0,0,0,0,0,0,0,0.033094865,1.428,0.000274911,0.011934383,0.023035208,-4856.570599
0,0,0,0,0,0,14.5,4,0,0,0,0,0,0,1.5,0,0,0,71.5,4.5,0,0,0,0,0,0,4,0.105947955,1.9859,0.000512835,0.013662254,0.037536631,-5571.244854
0,0,0,0,3,0,15.5,1,2,0,0,0,0,0,0,0,11,0,67.5,0,0,0,0,0,0,0,0,0.00721437,1.8931,0.000377646,0.052318968,0.007218149,-3512.818959
26,0,0,0,5,0,0,11.5,0,0,5,0,0,0,0,0,0,0,52.5,0,0,0,0,0,0,0,0,0.00578168,1.1535,0.000247048,0.011210774,0.02203666,-2674.527728
14,0,0,0,9,7.5,0,11,0,0,0,0,0,0,0,0,0,1,57.5,0,0,0,0,0,0,0,0,0.005057275,1.5217,0.000272889,0.010622461,0.025689809,-5151.229877
0,15,13.5,0,2.5,0,0,4,0,0,0,0,0,2,0,0,0,0,63,0,0,0,0,0,0,0,0,0.01821475,1.4584,0.00040328,0.007723193,0.052216744,-3253.931019
0,0,0,0,10.5,0,0,3.5,0,0,0,0,7.5,0,0,0,0,0,48.5,0,0,0,12.5,0,0,0,17.5,0.414587205,1.5531,0.000297288,0.007027007,0.042306488,-15860.43692
0,0,0,0,13,0,0,3.5,0,0,0,0,0,8.5,0,0,0,0,61,0,0,0,0,0,0,8,6,0.163435505,1.9621,0.000665045,0.011057298,0.060145347,-8518.994648
0,0,0,8,8.5,0,0,17,13.5,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,7,0,0,0.01265313,1.3955,0.00024936,0.008548062,0.029171526,-5086.297647
0,0,0,0,7.5,6,0,3.5,0,0,0,0,0,7,0,0,8.5,0,67.5,0,0,0,0,0,0,0,0,0.019507055,1.9264,0.000486446,0.020480311,0.023751885,-5218.666611
0,0,0,0,3.5,0,0,7.5,0,0,0,19.5,0,0,3,0,0,0,51.5,15,0,0,0,0,0,0,0,0.018499915,1.4213,0.000334085,0.011419592,0.029255425,-3704.7221
0,0,0,0,2.5,0,19.5,3,0,0,0,0,0,0,0,0,0,0,61,0,3,11,0,0,0,0,0,0.01750591,1.6651,0.000376504,0.011697027,0.032188007,-7290.749791
0,0,0,0,4,0,0,11.5,0,0,0,7.5,0,0,0,0,0,0,49.5,0,0,17,0,0,10.5,0,0,0.038544885,1.2682,0.000334286,0.00954805,0.035010919,-10613.67696
0,0,0,0,10.5,0,9,14,0,0,0,0,19.5,0,0,0,0,0,36,0,0,0,0,0,0,11,0,0.017958555,1.4217,0.000913853,0.015936812,0.057342271,
0,0,0,0,14.5,0,8,9.5,0,0,0,0,24,0,0,0,0,0,36,0,0,0,0,0,0,8,0,0.01673687,1.4742,0.00099363,0.016659076,0.059644964,
0,0,0,0,14,0,10,10.5,0,0,0,0,20,0,0,0,0,0,36,0,0,0,0,0,0,9.5,0,0.017263435,1.4692,0.000943477,0.016371245,0.05763013,
0,0,0,0,7.5,0,8.5,16.5,0,0,0,0,20.5,0,0,0,0,0,36,0,0,0,0,0,0,11,0,0.017971335,1.3802,0.000895204,0.015906217,0.056280133,
0,0,0,0,13.5,0,8.5,10.5,0,0,0,0,23.5,0,0,0,0,0,35.5,0,0,0,0,0,0,8.5,0,0.01701337,1.4486,0.000974745,0.016495002,0.059093355,
0,0,0,0,11.5,0,10,12.5,0,0,0,0,19,0,0,0,0,0,36,0,0,0,0,0,0,11,0,0.01786307,1.4343,0.000921428,0.015945562,0.05778586,
0,0,0,0,13.5,0,9,10.5,0,0,0,0,22,0,0,0,0,0,36,0,0,0,0,0,0,9,0,0.0170957,1.4613,0.000966918,0.016407389,0.058931864,
0,0,0,0,11.5,0,10,12.5,0,0,0,0,19.5,0,0,0,0,0,35.5,0,0,0,0,0,0,11,0,0.017956005,1.4215,0.000913684,0.015929423,0.05735826,
0,0,0,0,10.5,0,9,11.5,0,0,0,0,22,0,0,0,0,0,38,0,0,0,0,0,0,9,0,0.01663196,1.4684,0.000967218,0.016339482,0.059195146,
0,0,0,0,14.5,0,11.5,9.5,0,0,0,0,19.5,0,0,0,0,0,36,0,0,0,0,0,0,9,0,0.016942625,1.4756,0.000973905,0.01656807,0.058782043,
0,0,0,0,11.5,0,11,10,0,0,0,0,20,0,0,0,0,0,38,0,0,0,0,0,0,9.5,0,0.016681385,1.481,0.000959836,0.016272979,0.058983424,
0,0,0,0,10.5,0,10,13.5,0,0,0,0,19,0,0,0,0,0,36,0,0,0,0,0,0,11,0,0.01787137,1.4211,0.000908348,0.015947254,0.056959525,
0,0,0,0,10,0,9.5,14,0,0,0,0,19.5,0,0,0,0,0,36,0,0,0,0,0,0,11,0,0.017903375,1.4142,0.00091111,0.015926147,0.05720844,
0,0,0,0,10.5,0,12,13.5,0,0,0,0,19,0,0,0,0,0,35.5,0,0,0,0,0,0,9.5,0,0.017240025,1.4108,0.000927771,0.016424083,0.05648845,
0,0,0,0,10,0,9,14,0,0,0,0,20,0,0,0,0,0,35.5,0,0,0,0,0,0,11.5,0,0.018222285,1.4006,0.000949151,0.015788987,0.060114751,
0,0,0,0,14,0,11,10,0,0,0,0,20,0,0,0,0,0,35.5,0,0,0,0,0,0,9.5,0,0.017272185,1.4559,0.000955797,0.016353957,0.058444387,
0,0,0,0,9.5,0,10,14.5,0,0,0,0,19.5,0,0,0,0,0,36,0,0,0,0,0,0,10.5,0,0.01767705,1.4083,0.000911512,0.016068792,0.056725608,
0,0,0,0,14.5,0,11.5,9.5,0,0,0,0,20,0,0,0,0,0,35.5,0,0,0,0,0,0,9,0,0.01703456,1.463,0.000968031,0.016530759,0.058559379,
0,0,0,0,9.5,0,10,13.5,0,0,0,0,20,0,0,0,0,0,36.5,0,0,0,0,0,0,10.5,0,0.017523165,1.4188,0.000919963,0.016011542,0.057456238,
0,0,0,0,11.5,0,10,13,0,0,0,0,18.5,0,0,0,0,0,36,0,0,0,0,0,0,11,0,0.017892545,1.4355,0.000924057,0.01598245,0.057816981,
0,0,2.5,0,13,0,8.5,10.5,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,29.5,0,0.020344275,1.0578,0.000192274,0.009908698,0.019404568,
0,0,0,0,2,0,0,1.5,7.5,0,0,0,28,0,0,0,0,0,56,0,0,0,0,0,0,5,0,0.00717603,1.7066,0.00112086,0.016614021,0.067464704,
6.5,0,0,0,13.5,0,7.5,10.5,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,26,0,0.014050915,0.7958,0.00012785,0.01067858,0.011972566,
0,0,0,24.5,16,0,5.5,7,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,10,0,0.012497015,1.1905,0.000254005,0.008049509,0.031555343,
7,0,0,0,12.5,0,7,11,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,26.5,0,0.013553105,1.3493,0.000552525,0.012529968,0.044096283,
0,0,0,0,2.5,0,0,1.5,14,0,0,0,21,0,0,0,0,0,56.5,0,0,0,0,0,0,4.5,0,0.004808415,1.6607,0.00110687,0.018364312,0.060272881,
0,0,0,0,3.5,0,0,1,8,0,0,0,27.5,0,0,0,0,0,55.5,0,0,0,0,0,0,4.5,0,0.0069042,1.7093,0.00113543,0.01715852,0.066172958,
0,0,0,0,3.5,0,0,1.5,9.5,0,0,0,26.5,0,0,0,0,0,54.5,0,0,0,0,0,0,4.5,0,0.00644311,1.6745,0.00111053,0.017090192,0.064980544,
0,0,0,0,2,0,0,1.5,12,0,0,0,23.5,0,0,0,0,0,56,0,0,0,0,0,0,5,0,0.005522725,1.6654,0.00108697,0.016887701,0.064364591,
0,0,0,20.5,17,0,7,7,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,12.5,0,0.01110185,1.1555,0.000109228,0.007929766,0.013774429,
0,0,0,22.5,17,0,6,7,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,11.5,0,0.01186668,1.1742,0.000313438,0.008018916,0.039087328,
5,0,0,0,12,0,9.5,12,0,0,0,0,0,0,0,0,0,0,35.5,0,0,0,0,0,0,26,0,0.01612221,0.9804,0.000231556,0.009268491,0.02498314,
0,0,0,27,19,0,5.5,5,0,0,0,0,0,0,0,0,0,0,35.5,0,0,0,0,0,0,8,0,0.01386909,1.1879,0.000349218,0.00816926,0.042747814,
0,0,3,0,12.5,0,6.5,11.5,0,0,0,0,0,0,0,0,0,0,35.5,0,0,0,0,0,0,31,0,0.02021874,1.1012,0.000258861,0.010294064,0.025146627,
0,0,0,0,2,0,0,1,7,0,0,0,28.5,0,0,0,0,0,56.5,0,0,0,0,0,0,5,0,0.007282765,1.7214,0.00112488,0.016627073,0.067653519,
6,0,0,0,14,0,9.5,10,0,0,0,0,0,0,0,0,0,0,35.5,0,0,0,0,0,0,25,0,0.01451215,0.9972,0.000219803,0.009215801,0.023850666,
0,0,0,19,15,0,5.5,9,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,15.5,0,0.011313215,1.1761,0.000387594,0.008158814,0.047506169,
0,0,0,0,4,0,0,2,16.5,0,0,0,20,0,0,0,0,0,53.5,0,0,0,0,0,0,4,0,0.00430263,1.5912,0.000928349,0.017974101,0.05164926,
0,0,0,18.5,13.5,0,7.5,7.5,0,0,0,0,0,0,0,0,0,0,38.5,0,0,0,0,0,0,14.5,0,0.01034164,1.3478,0.000589883,0.009611945,0.061369782,
0,0,0,0,3.5,0,0,1,7.5,0,0,0,28,0,0,0,0,0,55.5,0,0,0,0,0,0,4.5,0,0.007113345,1.7137,0.00108716,0.017124742,0.063484753,
0,0,0,0,1.5,0,0,0.5,7,0,0,0,24,0,0,0,0,0,57.5,0,0,0,0,0,0,9.5,0,0.008650175,1.739,0.0010338,0.014450675,0.07153991,
0,0,0,0,1,0,0,0.5,8.5,0,0,0,18.5,0,0,0,0,0,62.5,0,0,0,0,0,0,9,0,0.007352945,1.8235,0.00109637,0.015181563,0.072217203,
0,0,0,0,1,0,0,0.5,7,0,0,0,23,0,0,0,0,0,58.5,0,0,0,0,0,0,10,0,0.0086811,1.7545,0.00105311,0.014343709,0.073419643,
0,0,0,0,1.5,0,0,0.5,6.5,0,0,0,25,0,0,0,0,0,57.5,0,0,0,0,0,0,9,0,0.0087017,1.7428,0.00106352,0.014681237,0.07244076,
0,0,0,0,0.5,0,0,0.5,6.5,0,0,0,21.5,0,0,0,0,0,61.5,0,0,0,0,0,0,9.5,0,0.00838219,1.8159,0.00109501,0.014896757,0.073506601,
0,0,0,0,1.5,0,0,0.5,7,0,0,0,0,0,0,0,0,9,70.5,0,0,0,0,0,0,11.5,0,0.001958365,1.8831,0.000857445,0.011795648,0.072691638,
0,0,0,0,1.5,0,0,0.5,7.5,0,0,0,23,0,0,0,0,0,57.5,0,0,0,0,0,0,10,0,0.00860365,1.7352,0.00104285,0.014227042,0.073300549,
0,0,0,0,1.5,0,0,0.5,9,0,0,0,0,0,0,0,0,10.5,66.5,0,0,0,0,0,0,12,0,0.002665055,1.7873,0.000782554,0.010924433,0.071633373,
0,0,0,0,1,0,0,0.5,6.5,0,0,0,24,0,0,0,0,0,58,0,0,0,0,0,0,10,0,0.00894618,1.7476,0.00104978,0.014349846,0.073156187,
0,0,0,0,1.5,0,0,1,16,0,0,0,10.5,0,0,0,0,0,57.5,0,0,0,0,0,0,13.5,0,0.007054,1.6604,0.00101274,0.01242696,0.081495395,
0,0,0,0,1,0,0,0.5,8,0,0,0,0,0,0,0,0,8.5,70,0,0,0,0,0,0,12,0,0.002308415,1.8653,0.000867233,0.011636251,0.074528557,
0,0,0,0,1,0,0,0.5,8,0,0,0,0,0,0,0,0,8,71,0,0,0,0,0,0,11.5,0,0.002180535,1.8842,0.000885948,0.011964241,0.074049663,
0,0,0,0,0.5,0,0,0.5,10,0,0,0,16.5,0,0,0,0,0,59,0,0,0,0,0,0,13.5,0,0.00852881,1.7349,0.00101806,0.01296686,0.078512455,
0,0,0,0,0.5,0,0,0.5,6,0,0,0,22.5,0,0,0,0,0,61.5,0,0,0,0,0,0,9,0,0.008434715,1.8201,0.00110184,0.015152057,0.072718838,
0,0,0,0,1.5,0,0,1.5,17,0,0,0,0,0,0,0,9,0,57.5,0,0,0,0,0,0,13.5,0,0.008322505,1.587,0.000931832,0.011812367,0.078886137,
0,0,0,0,0.5,0,0,0.5,11,0,0,0,14.5,0,0,0,0,0,62,0,0,0,0,0,0,11.5,0,0.00731543,1.7846,0.000990248,0.013749018,0.072023179,
0,0,0,0,1,0,0,0.5,8,0,0,0,0,0,0,0,0,7,71.5,0,0,0,0,0,0,12,0,0.00243044,1.9017,0.000925388,0.012115613,0.076379792,
0,0,0,0,0.5,0,0,0.5,6.5,0,0,0,22.5,0,0,0,0,0,59,0,0,0,0,0,0,11,0,0.009134725,1.7632,0.00104335,0.014109087,0.073948798,
0,0,0,0,1.5,0,0,0.5,8.5,0,0,0,0,0,0,0,0,8.5,69.5,0,0,0,0,0,0,11.5,0,0.00229241,1.856,0.000854129,0.011736132,0.072777725,
0,0,0,0,1,0,0,0.5,7,0,0,0,23.5,0,0,0,0,0,58,0,0,0,0,0,0,10,0,0.008728035,1.7437,0.00103052,0.01428606,0.072134653,
0,0,0,0,0.5,0,0,0.5,20.5,0,0,0,0,0,0,0,0,1.5,66,0,0,0,0,0,0,11,0,0.004857745,1.7281,0.00096965,0.013077403,0.074146987,
0,0,0,0,0.5,0,0,0.5,13,0,0,0,0,0,0,0,0,4.5,59,0,0,0,0,0,0,22.5,0,0.00684561,1.6713,0.000859655,0.009852458,0.087252842,
0,0,0,0,0.5,0,0,2,12.5,0,0,0,0,0,0,0,0,4,60,0,0,0,0,0,0,21,0,0.00686506,1.6959,0.000873875,0.010225094,0.085463759,
0,0,0,0,1,0,0,2,12,0,0,0,0,0,0,0,0,3.5,60,0,0,0,0,0,0,21.5,0,0.00731926,1.7108,0.000882831,0.01034839,0.085310948,
0,0,0,0,0.5,0,0,0.5,12.5,0,0,0,0,0,0,0,0,2.5,68.5,0,0,0,0,0,0,15.5,0,0.00542075,1.8481,0.00103163,0.011640322,0.088625559,
0,0,0,0,1.5,0,0,2.5,0,0,0,0,0,0,0,0,0,6,56,0,15.5,0,0,0,0,18.5,0,0.007674625,1.7604,0.000713351,0.012350488,0.05775893,
0,0,0,0,0.5,0,0,1.5,13,0,0,0,0,0,0,0,0,4,60,0,0,0,0,0,0,21,0,0.00676744,1.6914,0.000876817,0.010151342,0.086374494,
0,0,0,0,0.5,0,0,0.5,15,0,0,0,0,0,0,0,0,2.5,66.5,0,0,0,0,0,0,15,0,0.005371145,1.789,0.000998188,0.011510993,0.086716065,
0,0,0,0,0.5,0,0,0.5,12,0,0,0,0,0,0,0,0,2.5,69,0,0,0,0,0,0,15.5,0,0.00539796,1.8614,0.00103889,0.011704705,0.088758321,
0,0,0,0,1.5,0,0,0.5,8,0,0,0,0,0,0,0,0,0,61.5,0,14.5,0,0,0,0,14,0,0.00864361,1.8455,0.000866859,0.01350252,0.064199796,
0,0,0,0,0.5,0,0,0.5,14,0,0,0,0,0,0,0,0,3,66,0,0,0,0,0,0,16,0,0.005428,1.7881,0.00098148,0.01119831,0.087645369,
0,0,0,0,0.5,0,0,0.5,12.5,0,0,0,0,0,0,0,0,3,67.5,0,0,0,0,0,0,16,0,0.00535563,1.8283,0.00100395,0.011371758,0.088284499,
0,0,0,0,0.5,0,0,0.5,11.5,0,0,0,0,0,0,0,0,2.5,69.5,0,0,0,0,0,0,15.5,0,0.00537417,1.8747,0.00104595,0.01177253,0.088846665,
0,0,0,0,0.5,0,0,0.5,11,0,0,0,0,0,0,0,0,2.5,70,0,0,0,0,0,0,15.5,0,0.00535038,1.888,0.00105282,0.011844204,0.088889048,
0,0,0,0,0.5,0,0,0.5,11,0,0,0,0,0,0,0,0,2.5,70.5,0,0,0,0,0,0,15,0,0.005177825,1.895,0.00105927,0.0119893,0.088351279,
0,0,0,0,1,0,0,0.5,5,0,0,0,0,0,0,0,0,0,59.5,0,19,0,0,0,0,15,0,0.01062276,1.8359,0.00080231,0.014662786,0.054717434,
12,0,0,0,0.5,0,0,0.5,12,0,0,0,0,0,0,0,0,0,60.5,0,0,0,0,0,0,14.5,0,0.000888025,1.4832,0.000668683,0.008851204,0.075547119,
0,0,0,0,0.5,0,0,0.5,13.5,0,0,0,0,0,0,0,0,2.5,67,0,0,0,0,0,0,16,0,0.005622885,1.8141,0.00101072,0.011379605,0.088818547,
0,0,0,0,1,0,0,1,7.5,0,0,0,0,0,0,0,0,0,62.5,0,11,0,0,0,0,17,0,0.00956938,1.8555,0.000894844,0.013122983,0.068189072,
0,0,0,0,0.5,0,0,0.5,18.5,0,0,0,0,0,0,0,0,2,66.5,0,0,0,0,0,0,12,0,0.00486102,1.7533,0.000979378,0.012526478,0.078184624,
0,0,0,0,0.5,0,0,0.5,19,0,0,0,0,0,0,0,0,2.5,61.5,0,0,0,0,0,0,16,0,0.005779575,1.6667,0.000923822,0.010839024,0.085231103,
0,0,0,0,0.5,0,0,1,20.5,0,0,0,0,0,0,0,0,3.5,58.5,0,0,0,0,0,0,16,0,0.005590005,1.5918,0.000849448,0.0104813,0.081044145,
0,0,0,0,0.5,0,0,0.5,13.5,0,0,0,0,0,0,0,0,4,69.5,0,0,0,0,0,0,12,0,0.00384742,1.8345,0.000970358,0.012344257,0.07860805,
0,0,0,0,0.5,0,0,0.5,14,0,0,0,0,0,0,0,0,3.5,74.5,0,0,0,0,0,0,7,0,0.002609335,1.8998,0.000949897,0.015626392,0.060787991,
0,0,0,0,0.5,0,0,0.5,14,0,0,0,0,0,0,0,0,3.5,71,0,0,0,0,0,0,10.5,0,0.00360922,1.8543,0.000984958,0.013181829,0.074720889,
0,0,0,0,0.5,0,0,0.5,14,0,0,0,0,0,0,0,0,4,67.5,0,0,0,0,0,0,13.5,0,0.004333875,1.8001,0.000957016,0.011710117,0.081725572,
0,0,0,0,0.5,0,0,0.5,14.5,0,0,0,0,0,0,0,0,3.5,69.5,0,0,0,0,0,0,11.5,0,0.00394912,1.8277,0.0009769,0.012624864,0.077379049,
0,0,9,0,0.5,0,0,0.5,8,0,0,0,0,0,0,0,0,0,63.5,0,0,0,0,0,0,18.5,0,0.001816425,1.7244,0.000992501,0.01069502,0.092800295,
0,0,13,0,0.5,0,0,1.5,0,0,0,0,21,0,0,0,0,0,58,0,0,0,0,0,0,6,0,-0.00320652,1.6423,0.00080964,0.014520513,0.055758361,
0,0,0,0,0.5,0,0,0.5,13,0,0,0,0,0,0,0,0,4,72,0,0,0,0,0,0,10,0,0.00320641,1.8745,0.000976793,0.01337738,0.07301826,
0,0,0,0,0.5,0,0,0.5,18.5,0,0,0,0,0,0,0,0,3.5,60.5,0,0,0,0,0,0,16.5,0,0.00558599,1.6466,0.000886376,0.010512306,0.084317945,
0,0,0,0,0.5,0,0,0.5,21.5,0,0,0,0,0,0,0,0,2,59,0,0,0,0,0,0,16.5,0,0.006100755,1.6041,0.000900679,0.010612703,0.084868011,
0,0,0,0,0.5,0,0,0.5,15,0,0,0,0,0,0,0,0,3,71,0,0,0,0,0,0,10,0,0.00371892,1.8475,0.000990164,0.013554652,0.073049755,
0,0,0,0,0.5,0,0,0.5,15,0,0,0,0,0,0,0,0,3,75.5,0,0,0,0,0,0,5.5,0,0.002451925,1.9053,0.000920887,0.017400213,0.052923892,
0,0,0,0,0.5,0,0,0.5,23,0,0,0,0,0,0,0,0,2,58.5,0,0,0,0,0,0,15.5,0,0.005860015,1.5802,0.000884264,0.01078617,0.081981274,
0,0,0,0,1.5,0,0,1.5,21.5,0,0,0,0,0,0,0,0,3,57.5,0,0,0,0,0,0,15,0,0.00560908,1.5775,0.000840458,0.010841289,0.077523806,
0,0,0,0,1,0,0,1,23,0,0,0,0,0,0,0,0,2,58,0,0,0,0,0,0,15,0,0.00581963,1.5756,0.000872819,0.010970814,0.079558269,
0,0,0,0,0.5,0,0,0.5,15,0,0,0,0,0,0,0,0,3.5,67,0,0,0,0,0,0,13.5,0,0.00456713,1.7861,0.000962743,0.01174847,0.081946243,
0,0,0,0,0.5,0,0,0.5,20.5,0,0,0,0,0,0,0,0,2.5,59,0,0,0,0,0,0,17,0,0.006059055,1.61,0.000891184,0.010444568,0.08532512,
0,0,0,0,0.5,0,0,0.5,14.5,0,0,0,0,0,0,0,0,3.5,70.5,0,0,0,0,0,0,10.5,0,0.00366301,1.8414,0.000975542,0.013125541,0.074323945,
